id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
4035,27,athletic,mostly anything,socially,sometimes,graduated from college/university,white,72,50000,artistic / musical / writer,30JUN12:17:38:00,"san francisco, california",does not want kids,straight,has dogs and has cats,atheism but not too serious about it,m,scorpio,no,"english, spanish (poorly)",single,NO,182.88
4036,22,a little extra,mostly anything,socially,never,working on college/university,"hispanic / latin, white",64,0,student,25APR12:19:02:00,"san francisco, california",does not have kids,straight,dislikes dogs and has cat,agnosticism and somewhat serious about it,f,sagittarius,no,english (fluently),single,NO,162.56
4037,44,a little extra,anything,socially,never,graduated from college/university,other,74,0,science / tech / engineering,28JUN12:18:34:00,"san francisco, california","does not have kids, and does not want them",gay,likes dogs and dislikes c,other but not too serious about it,m,capricorn,no,english,single,NO,187.96
4038,47,thin,anything,socially,never,graduated from ph.d program,white,75,150000,education / academia,28JUN12:17:41:00,"san francisco, california",does not have kids,straight,likes dogs and has cats,atheism,m,leo,no,"english (fluently), french (fluently)",single,NO,190.5
4039,44,fit,mostly vegetarian,socially,sometimes,working on ph.d program,"asian, middle eastern, bl",73,0,other,22JUL11:22:24:00,"san francisco, california",does not want kids,straight,likes cats,other but not too serious about it,m,leo,when drinking,"english (fluently), other (poorly)",available,NO,185.42
4040,33,thin,mostly vegetarian,socially,never,graduated from college/university,"white, other",69,0,other,30JUN12:22:23:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and has cats,atheism but not too serious about it,f,libra,no,"english, french (okay)",single,NO,175.26
4041,47,curvy,mostly other,not at all,never,graduated from college/university,other,67,0,banking / financial / real estate,30JUN12:19:04:00,"richmond, california","does not have kids, but might want them",straight,likes dogs and has cats,judaism and laughing about it,f,scorpio,no,"english (fluently), spanish (fluently), portuguese (fluently), french",single,NO,170.18
4042,21,average,mostly anything,socially,never,graduated from two-year college,white,64,0,medicine / health,01JUN12:11:16:00,"south san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,judaism but not too serious about it,f,gemini,no,"english (fluently), french (okay)",single,NO,162.56
4043,42,fit,anything,socially,sometimes,working on masters program,white,70,0,education / academia,28JUN12:19:55:00,"san francisco, california","has kids, and might want more",straight,has dogs and likes cats,atheism,m,sagittarius,no,english,single,YES,177.8
4044,23,athletic,mostly anything,rarely,never,working on college/university,white,66,20000,medicine / health,29JUN12:01:55:00,"san francisco, california","does not have kids, but might want them",straight,has dogs and likes cats,other and laughing about it,m,aries,no,"english (fluently), spanish (poorly)",single,NO,167.64
4045,23,athletic,anything,socially,never,working on law school,"asian, white",66,0,law / legal services,26JUN12:08:01:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,other,f,virgo,no,english,single,NO,167.64
4046,60,average,mostly anything,socially,never,two-year college,black,63,0,political / government,06SEP11:19:39:00,"berkeley, california",does not want kids,straight,likes dogs,other,f,scorpio,sometimes,english,single,NO,160.02
4047,26,a little extra,mostly anything,socially,never,working on two-year college,asian,68,0,sales / marketing / biz dev,22MAY12:20:17:00,"san francisco, california",does not have kids,straight,likes dogs,agnosticism and laughing about it,m,libra,no,"english, chinese",single,NO,172.72
4048,28,average,mostly anything,socially,never,graduated from college/university,asian,72,0,entertainment / media,30JUN12:22:25:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,aries,no,english,single,NO,182.88
4049,30,average,mostly vegetarian,often,never,graduated from college/university,white,64,0,computer / hardware / software,24JUN12:20:58:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,atheism,f,cancer,no,english,single,NO,162.56
4050,24,curvy,anything,often,sometimes,graduated from college/university,white,63,50000,computer / hardware / software,30JUN12:19:03:00,"san francisco, california","does not have kids, but might want them",bisexual,likes dogs,atheism but not too serious about it,f,sagittarius,no,english,single,NO,160.02
4051,36,average,mostly anything,socially,never,graduated from college/university,white,65,0,other,30JUN12:10:42:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,catholicism but not too serious about it,f,cancer,no,english,single,NO,165.1
4052,48,average,strictly anything,socially,never,working on masters program,white,68,0,student,30JUN12:16:49:00,"san francisco, california",does not want kids,gay,likes dogs and has cats,other and very serious about it,m,taurus,trying to quit,english (fluently),single,NO,172.72
4053,31,athletic,mostly anything,socially,never,graduated from college/university,white,69,0,banking / financial / real estate,30JUN12:15:20:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,christianity and laughing about it,m,cancer,no,"english, spanish (poorly)",single,NO,175.26
4054,39,full figured,mostly anything,socially,never,graduated from masters program,white,63,0,medicine / health,30JUN12:20:30:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,judaism but not too serious about it,f,virgo,no,english,single,NO,160.02
4055,27,thin,mostly anything,socially,never,graduated from college/university,white,67,0,banking / financial / real estate,30JUN12:00:10:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,virgo,no,"english, arabic (poorly), french (poorly)",single,NO,170.18
4056,36,average,mostly vegetarian,socially,never,graduated from masters program,white,69,0,computer / hardware / software,30JUN12:17:43:00,"mountain view, california",does not have kids,straight,likes cats,agnosticism but not too serious about it,m,sagittarius,no,"english (fluently), japanese (okay)",single,NO,175.26
4057,32,average,mostly anything,rarely,sometimes,dropped out of two-year college,white,72,20000,other,29JUN12:14:46:00,"oakland, california","does not have kids, and does not want them",straight,has dogs and has cats,atheism but not too serious about it,m,aquarius,no,"english (fluently), spanish (poorly)",available,NO,182.88
4058,38,average,mostly anything,socially,never,graduated from college/university,white,64,0,sales / marketing / biz dev,24JUN12:16:59:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,gemini,no,"english (fluently), spanish (fluently), french (poorly)",single,NO,162.56
4059,30,average,anything,socially,never,dropped out of two-year college,hispanic / latin,69,0,sales / marketing / biz dev,23MAY12:21:01:00,"westlake, california",has a kid,straight,likes dogs,catholicism but not too serious about it,m,scorpio,no,"english (okay), spanish (fluently)",seeing someone,YES,175.26
4060,33,fit,strictly anything,socially,never,graduated from masters program,white,68,0,executive / management,29JUN12:15:56:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra,no,"english (fluently), spanish (fluently), c++ (fluently)",single,NO,172.72
4061,27,average,mostly anything,socially,never,graduated from masters program,black,64,0,education / academia,30JUN12:21:28:00,"oakland, california","does not have kids, but wants them",straight,likes dogs,christianity,f,aquarius,no,english (fluently),single,NO,162.56
4062,29,fit,strictly anything,socially,sometimes,graduated from college/university,white,71,150000,science / tech / engineering,28JUN12:07:41:00,"san francisco, california",wants kids,straight,likes dogs and likes cats,atheism and laughing about it,m,leo,sometimes,english (fluently),single,YES,180.34
4063,41,curvy,mostly anything,socially,never,graduated from college/university,white,68,0,sales / marketing / biz dev,29JUN12:16:10:00,"san francisco, california",does not have kids,straight,likes dogs and has cats,other,f,taurus,no,english (fluently),single,NO,172.72
4064,35,fit,mostly other,socially,never,graduated from college/university,white,66,0,artistic / musical / writer,30JUN12:08:41:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,other but not too serious about it,f,leo,no,english,single,NO,167.64
4065,23,curvy,strictly anything,socially,never,working on masters program,asian,63,0,student,30JUN12:19:21:00,"berkeley, california",does not want kids,straight,likes dogs and likes cats,buddhism but not too serious about it,f,taurus,no,"english (fluently), other (fluently)",single,NO,160.02
4066,34,average,strictly other,socially,never,graduated from two-year college,asian,62,20000,hospitality / travel,30JUN12:22:29:00,"san francisco, california",has kids,straight,likes dogs and likes cats,other,f,sagittarius,no,english,single,YES,157.48
4067,48,fit,mostly anything,not at all,never,graduated from masters program,hispanic / latin,72,100000,executive / management,30JUN12:22:29:00,"pinole, california",does not have kids,straight,likes dogs,catholicism but not too serious about it,m,sagittarius,no,"english (fluently), spanish (okay)",single,NO,182.88
4068,22,average,mostly anything,socially,never,working on college/university,white,71,40000,other,29JUN12:13:36:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,aquarius,no,"english (fluently), chinese (poorly), japanese (okay)",single,NO,180.34
4069,36,skinny,strictly anything,socially,never,graduated from college/university,white,69,0,computer / hardware / software,30JUN12:12:24:00,"san francisco, california",does not want kids,gay,likes dogs and likes cats,atheism and very serious about it,m,capricorn,no,"english (fluently), c++ (okay)",single,NO,175.26
4070,51,average,mostly anything,socially,never,graduated from college/university,white,74,0,artistic / musical / writer,30JUN12:22:30:00,"belvedere tiburon, california","has a kid, and might want more",straight,has dogs and likes cats,agnosticism,m,cancer,no,"english, irish (poorly), spanish (okay), french (poorly)",single,YES,187.96
4071,47,skinny,vegan,rarely,never,graduated from college/university,white,74,0,artistic / musical / writer,30JUN12:03:49:00,"berkeley, california",does not want kids,straight,likes dogs and likes cats,other but not too serious about it,m,aries,no,"english (fluently), greek (poorly)",single,NO,187.96
4072,26,fit,mostly anything,socially,never,graduated from college/university,white,67,50000,construction / craftsmanship,30JUN12:20:12:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism,m,aries,no,"english, spanish (poorly)",single,NO,170.18
4073,32,fit,mostly anything,socially,never,graduated from masters program,white,62,0,medicine / health,30JUN12:18:12:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism,f,pisces,no,english,single,NO,157.48
4074,25,average,mostly anything,socially,never,graduated from masters program,asian,63,0,other,28JUN12:21:45:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity,f,capricorn,no,"english (fluently), tagalog (okay), spanish (okay), korean (poorly)",single,NO,160.02
4075,23,average,mostly anything,socially,never,working on college/university,"asian, black, white",68,0,other,29JUN12:15:37:00,"san francisco, california",does not have kids,gay,likes dogs and likes cats,agnosticism but not too serious about it,f,scorpio,no,english,available,NO,172.72
4076,29,overweight,mostly anything,socially,sometimes,graduated from two-year college,"pacific islander, white",69,0,clerical / administrative,20JUN12:10:48:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,catholicism but not too serious about it,m,virgo,yes,english,single,NO,175.26
4077,31,thin,mostly vegetarian,socially,sometimes,graduated from ph.d program,"middle eastern, white",64,80000,law / legal services,28JUN12:18:52:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and dislikes cat,atheism but not too serious about it,f,aries,no,"english (fluently), french (fluently), farsi (fluently), german (okay)",single,NO,162.56
4078,35,curvy,mostly anything,socially,never,graduated from masters program,white,64,0,science / tech / engineering,22JUL11:23:38:00,"san francisco, california",does not want kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries,when drinking,english,single,NO,162.56
4079,29,athletic,mostly anything,socially,never,graduated from college/university,"indian, pacific islander",71,0,entertainment / media,30JUN12:06:25:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs,agnosticism,m,leo,no,"english (fluently), hindi (poorly), ancient greek (poorly), other (poo",single,NO,180.34
4080,33,average,mostly anything,socially,never,graduated from college/university,white,61,0,other,30JUN12:20:59:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,judaism and laughing about it,f,gemini,no,"english (fluently), spanish (okay)",single,NO,154.94
4081,31,fit,mostly vegetarian,rarely,never,graduated from college/university,white,72,0,science / tech / engineering,29JUN12:22:28:00,"san francisco, california",does not have kids,straight,has dogs and has cats,agnosticism and laughing about it,m,gemini,no,english,single,NO,182.88
4082,26,a little extra,mostly anything,socially,never,graduated from masters program,"indian, other",74,0,science / tech / engineering,30JUN12:22:32:00,"san francisco, california",does not have kids,straight,likes dogs and dislikes c,other and laughing about it,m,scorpio,no,english (fluently),single,NO,187.96
4083,34,curvy,strictly vegetari,socially,never,graduated from masters program,indian,63,0,sales / marketing / biz dev,29JUN12:06:56:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,other but not too serious about it,f,scorpio,no,"english (fluently), spanish (fluently), gujarati (fluently), hindi (fl",single,NO,160.02
4084,29,athletic,vegetarian,socially,never,graduated from masters program,white,63,0,banking / financial / real estate,27JUN12:15:13:00,"san francisco, california",might want kids,straight,likes dogs and dislikes c,christianity,f,pisces,no,"english (fluently), spanish (poorly)",single,YES,160.02
4085,23,skinny,strictly anything,socially,never,graduated from college/university,asian,67,0,science / tech / engineering,29JUN12:16:48:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,pisces,no,"english (fluently), c++ (okay)",single,NO,170.18
4086,33,fit,mostly anything,socially,never,graduated from masters program,"white, other",71,150000,executive / management,23JUN12:11:20:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio,no,english (fluently),single,NO,180.34
4087,28,thin,mostly anything,very often,never,graduated from college/university,asian,67,0,entertainment / media,30JUN12:19:26:00,"san francisco, california",does not have kids,straight,likes dogs and dislikes c,catholicism but not too serious about it,f,pisces,no,english,single,NO,170.18
4088,38,average,mostly anything,socially,never,graduated from college/university,asian,63,0,banking / financial / real estate,30JUN12:16:32:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,sagittarius,no,english,single,NO,160.02
4089,62,thin,mostly vegetarian,socially,never,graduated from college/university,white,73,50000,artistic / musical / writer,29MAR12:15:29:00,"san francisco, california","does not have kids, but might want them",gay,likes dogs,agnosticism but not too serious about it,m,leo,no,"english (fluently), italian (poorly)",single,NO,185.42
4090,23,a little extra,mostly anything,rarely,sometimes,graduated from two-year college,"hispanic / latin, other",71,20000,entertainment / media,07OCT11:00:05:00,"redwood city, california",does not want kids,straight,likes dogs and likes cats,other and laughing about it,m,libra,yes,english,single,NO,180.34
4091,53,athletic,mostly anything,socially,never,dropped out of masters program,white,70,0,construction / craftsmanship,26MAY12:02:32:00,"pacifica, california","has a kid, but does not want more",straight,likes dogs and likes cats,catholicism and laughing about it,m,libra,no,"english (fluently), french (poorly), spanish (poorly)",single,YES,177.8
4092,30,athletic,mostly anything,socially,never,working on masters program,"asian, white, other",74,60000,student,09JUN12:14:53:00,"berkeley, california","does not have kids, but might want them",straight,likes dogs and likes cats,buddhism but not too serious about it,m,capricorn,no,english,single,NO,187.96
4093,28,average,anything,often,never,graduated from masters program,white,62,0,other,27JUN12:21:39:00,"san francisco, california",does not have kids,straight,has dogs,catholicism and laughing about it,f,aries,no,"english (fluently), spanish (poorly)",single,NO,157.48
4094,47,average,mostly anything,socially,never,college/university,white,75,0,computer / hardware / software,26JUN12:23:28:00,"walnut creek, california",has kids,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,aquarius,no,english,single,YES,190.5
4095,30,a little extra,mostly anything,socially,never,graduated from college/university,white,72,0,entertainment / media,29JUN12:00:23:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,sagittarius,no,english,single,NO,182.88
4096,26,fit,strictly anything,socially,never,graduated from masters program,white,66,0,sales / marketing / biz dev,30JUN12:13:58:00,"palo alto, california",does not have kids,straight,likes dogs,judaism and laughing about it,m,gemini,no,"english (fluently), japanese (okay)",single,NO,167.64
4097,23,athletic,mostly anything,socially,never,working on masters program,"middle eastern, white, ot",68,0,student,30JUN12:18:32:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,christianity but not too serious about it,f,pisces,no,"english, spanish (okay)",single,NO,172.72
4098,39,skinny,mostly anything,socially,never,graduated from masters program,asian,63,0,banking / financial / real estate,23JUN12:01:46:00,"san francisco, california",does not have kids,straight,has dogs,other,f,libra,no,"english (fluently), chinese (fluently)",single,NO,160.02
4099,38,fit,anything,socially,never,graduated from masters program,white,73,0,political / government,25JUN12:19:35:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,libra,no,"english (fluently), german (okay)",single,NO,185.42
4100,33,average,mostly anything,socially,never,graduated from college/university,"native american, white",67,0,other,30JUN12:19:37:00,"san rafael, california","does not have kids, but wants them",straight,likes dogs and has cats,agnosticism and very serious about it,f,leo,no,english (fluently),single,NO,170.18
4101,46,fit,mostly anything,socially,never,graduated from masters program,white,66,0,sales / marketing / biz dev,30JUN12:10:38:00,"san francisco, california","does not have kids, and does not want them",straight,has dogs and likes cats,other and laughing about it,f,pisces,no,"english (fluently), czech (poorly)",single,NO,167.64
4102,28,a little extra,mostly other,often,never,dropped out of two-year college,white,71,1000000,other,18JUN12:06:58:00,"oakland, california",does not want kids,gay,likes dogs and likes cats,christianity,m,pisces,trying to quit,"english (fluently), spanish (poorly)",single,NO,180.34
4103,30,average,mostly other,socially,never,graduated from college/university,white,68,0,sales / marketing / biz dev,05MAY12:22:33:00,"san francisco, california",does not have kids,straight,likes dogs and has cats,atheism,f,virgo,no,"english (fluently), french (fluently), italian (fluently), portuguese",single,NO,172.72
4104,56,a little extra,mostly anything,socially,sometimes,graduated from masters program,white,67,0,artistic / musical / writer,30JUN12:22:38:00,"oakland, california",has a kid,straight,likes dogs and likes cats,other and laughing about it,f,pisces,no,"english (fluently), german (poorly)",available,YES,170.18
4105,46,curvy,anything,socially,never,graduated from masters program,white,66,0,executive / management,27JUN12:03:42:00,"san francisco, california",does not want kids,straight,likes dogs and has cats,other and laughing about it,f,aquarius,no,english,single,NO,167.64
4106,37,fit,mostly anything,socially,never,graduated from college/university,white,71,0,executive / management,29JUN12:16:55:00,"san francisco, california","does not have kids, but might want them",straight,has dogs,christianity and laughing about it,m,aquarius,no,"english (fluently), spanish (okay)",single,NO,180.34
4107,30,average,mostly anything,socially,never,graduated from college/university,white,65,0,sales / marketing / biz dev,30JUN12:00:04:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,virgo,no,english,single,NO,165.1
4108,30,average,anything,rarely,never,graduated from masters program,hispanic / latin,66,0,medicine / health,30JUN12:19:06:00,"oakland, california","does not have kids, but might want them",straight,has dogs,catholicism and somewhat serious about it,f,aquarius,no,"english (fluently), spanish (fluently)",single,NO,167.64
4109,27,fit,mostly anything,socially,never,graduated from college/university,white,69,0,education / academia,30JUN12:09:37:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries,no,english,single,NO,175.26
4110,38,athletic,anything,socially,never,graduated from college/university,indian,72,0,sales / marketing / biz dev,26JUN12:07:25:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,hinduism but not too serious about it,m,aquarius,no,"english (fluently), hindi (fluently)",single,NO,182.88
4111,33,a little extra,strictly other,socially,never,graduated from college/university,other,74,80000,artistic / musical / writer,30JUN12:08:38:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and dislikes c,other but not too serious about it,m,leo,no,english (fluently),single,NO,187.96
4112,39,full figured,anything,socially,never,graduated from college/university,"asian, white",63,100000,sales / marketing / biz dev,29JUN12:21:03:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and has cats,agnosticism but not too serious about it,f,taurus,no,english,single,NO,160.02
4113,23,used up,strictly anything,socially,never,working on college/university,"middle eastern, hispanic",61,0,student,28JUN12:12:22:00,"daly city, california",does not want kids,straight,likes dogs and likes cats,other,f,aquarius,no,"english (fluently), tagalog (okay)",single,NO,154.94
4114,37,average,mostly anything,socially,never,graduated from college/university,white,71,50000,artistic / musical / writer,22JUN12:22:08:00,"oakland, california","does not have kids, but might want them",straight,likes dogs and dislikes c,other,m,taurus,trying to quit,english (fluently),single,NO,180.34
4115,40,athletic,mostly vegetarian,socially,never,graduated from masters program,white,74,0,executive / management,30JUN12:20:48:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,other,m,gemini,no,english,single,NO,187.96
4116,35,athletic,mostly anything,socially,never,graduated from masters program,"asian, white",69,0,medicine / health,18MAY12:21:43:00,"san mateo, california",does not have kids,gay,likes dogs,christianity and laughing about it,m,virgo,no,english,single,NO,175.26
4117,31,average,mostly anything,socially,never,graduated from college/university,middle eastern,68,80000,computer / hardware / software,29JUN12:22:44:00,"san mateo, california","does not have kids, but wants them",straight,likes dogs,agnosticism,m,virgo,no,"english (fluently), farsi (fluently), spanish (fluently), french (okay",single,NO,172.72
4118,30,average,mostly anything,socially,never,graduated from college/university,white,70,0,education / academia,30JUN12:12:10:00,"san mateo, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,cancer,no,english (fluently),single,NO,177.8
4119,43,average,mostly anything,socially,never,graduated from masters program,white,68,0,sales / marketing / biz dev,30JUN12:21:12:00,"san francisco, california",does not want kids,gay,likes dogs and likes cats,judaism and somewhat serious about it,m,virgo,no,english (fluently),single,NO,172.72
4120,24,curvy,strictly anything,socially,sometimes,graduated from masters program,white,64,0,education / academia,30JUN12:17:53:00,"granite bay, california","does not have kids, but wants them",straight,likes dogs and likes cats,catholicism and laughing about it,f,sagittarius,no,"english (fluently), french (okay), spanish (poorly), german (poorly)",single,NO,162.56
4121,33,average,anything,socially,never,graduated from college/university,white,69,40000,computer / hardware / software,30JUN12:21:31:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism and very serious about it,m,sagittarius,no,"english (fluently), german (fluently), french (okay)",single,NO,175.26
4122,23,average,mostly anything,socially,never,graduated from college/university,"asian, pacific islander",66,0,student,30JUN12:21:12:00,"san francisco, california",does not have kids,gay,likes dogs,catholicism but not too serious about it,m,gemini,no,english,single,NO,167.64
4123,33,average,mostly anything,often,never,graduated from college/university,white,68,0,political / government,25JUN12:23:03:00,"pacifica, california",does not have kids,straight,likes dogs,catholicism,m,capricorn,sometimes,"english (fluently), german (okay), croatian (okay), chinese (poorly)",single,NO,172.72
4124,34,a little extra,mostly anything,often,sometimes,graduated from two-year college,white,75,0,executive / management,12JUN12:11:04:00,"san francisco, california",does not want kids,straight,likes dogs,agnosticism and laughing about it,m,scorpio,no,english (fluently),single,NO,190.5
4125,28,fit,mostly vegetarian,socially,never,graduated from college/university,white,63,0,other,30JUN12:00:35:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other,f,scorpio,no,english,single,NO,160.02
4126,31,average,strictly anything,socially,never,graduated from law school,white,69,70000,law / legal services,30JUN12:09:07:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and has cats,atheism and laughing about it,f,scorpio,no,english,single,NO,175.26
4127,26,fit,mostly vegetarian,socially,never,graduated from college/university,white,69,0,hospitality / travel,29JUN12:11:03:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,f,sagittarius,no,"english (fluently), italian (poorly)",seeing someone,NO,175.26
4128,25,fit,strictly anything,socially,never,graduated from college/university,white,60,70000,other,16MAY12:22:13:00,"pacifica, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,gemini,no,english,single,NO,152.4
4129,60,average,mostly anything,socially,never,graduated from masters program,white,63,0,education / academia,19JUN12:18:58:00,"oakland, california",has kids,straight,has cats,atheism,f,gemini,no,english (fluently),single,YES,160.02
4130,38,fit,strictly vegetari,socially,never,graduated from masters program,white,62,0,other,24JUN12:17:18:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and has cats,atheism and laughing about it,f,capricorn,no,english (fluently),single,NO,157.48
4131,32,average,mostly anything,socially,never,graduated from college/university,white,71,40000,executive / management,30JUN12:21:33:00,"san rafael, california",does not have kids,straight,has cats,christianity but not too serious about it,f,aries,no,"english, english",single,NO,180.34
4132,20,average,mostly anything,socially,never,working on high school,hispanic / latin,66,20000,student,08FEB12:17:51:00,"redwood city, california",does not want kids,bisexual,has dogs and likes cats,christianity,m,taurus,no,"english (fluently), spanish (fluently)",single,NO,167.64
4133,30,fit,strictly anything,very often,often,graduated from med school,black,78,1000000,medicine / health,06JUN12:09:07:00,"san francisco, california","does not have kids, but wants them",bisexual,likes dogs and likes cats,other,m,virgo,sometimes,english (fluently),single,NO,198.12
4134,35,fit,mostly anything,socially,never,graduated from college/university,white,62,0,executive / management,18JUN12:22:34:00,"half moon bay, california","does not have kids, but wants them",straight,has dogs,agnosticism,f,aries,no,english,single,NO,157.48
4135,61,average,mostly anything,socially,sometimes,two-year college,white,70,0,construction / craftsmanship,27JUN12:20:33:00,"oakland, california",does not have kids,straight,likes dogs,other but not too serious about it,m,capricorn,no,english,single,NO,177.8
4136,26,fit,mostly anything,not at all,never,graduated from high school,white,68,0,unemployed,30JUN12:14:38:00,"oakland, california","does not have kids, but might want them",bisexual,likes dogs and has cats,other,f,aquarius,yes,"english (fluently), spanish (poorly)",single,NO,172.72
4137,33,fit,strictly anything,socially,sometimes,graduated from college/university,white,73,0,entertainment / media,29JUN12:18:06:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,capricorn,sometimes,"english (fluently), italian (poorly), spanish (poorly)",single,NO,185.42
4138,32,fit,mostly vegetarian,socially,never,graduated from masters program,"asian, indian",67,0,science / tech / engineering,20JUN12:22:57:00,"san francisco, california",does not have kids,straight,likes dogs,hinduism and somewhat serious about it,m,capricorn,no,"english (fluently), hindi (fluently)",available,NO,170.18
4139,31,athletic,mostly anything,socially,sometimes,graduated from two-year college,white,72,20000,entertainment / media,30JUN12:21:36:00,"emeryville, california","does not have kids, but might want them",straight,has dogs and likes cats,agnosticism and laughing about it,m,leo,sometimes,"english (fluently), spanish (poorly)",single,NO,182.88
4140,34,a little extra,mostly anything,often,never,graduated from two-year college,white,66,0,clerical / administrative,30JUN12:19:44:00,"san mateo, california",does not have kids,straight,likes dogs and dislikes c,other,f,taurus,yes,english (fluently),single,NO,167.64
4141,27,athletic,mostly anything,often,never,graduated from masters program,"middle eastern, white",71,0,banking / financial / real estate,30JUN12:21:22:00,"san francisco, california",does not have kids,straight,likes dogs,agnosticism but not too serious about it,m,leo,no,"english (fluently), spanish (okay), farsi (poorly)",single,NO,180.34
4142,29,average,vegan,socially,sometimes,working on college/university,"asian, white",65,0,artistic / musical / writer,30JUN12:16:38:00,"oakland, california","does not have kids, but might want them",straight,likes dogs and has cats,agnosticism and laughing about it,f,scorpio,no,english (poorly),single,NO,165.1
4143,43,average,strictly anything,rarely,never,graduated from college/university,white,66,0,sales / marketing / biz dev,30JUN12:22:48:00,"san francisco, california",does not have kids,straight,likes dogs,judaism but not too serious about it,f,aries,no,english,single,NO,167.64
4144,19,a little extra,mostly anything,socially,never,working on two-year college,white,71,20000,transportation,30JUN12:19:41:00,"san francisco, california","does not have kids, but might want them",straight,has dogs and likes cats,christianity but not too serious about it,m,leo,sometimes,english,single,NO,180.34
4145,49,athletic,mostly anything,socially,never,graduated from college/university,white,72,0,entertainment / media,29JUN12:15:14:00,"san francisco, california",has kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo,no,english,single,YES,182.88
4146,54,fit,mostly anything,socially,never,graduated from college/university,white,65,0,medicine / health,18MAY12:17:38:00,"pacifica, california",has kids,straight,likes dogs and has cats,other and very serious about it,f,libra,no,english (fluently),single,YES,165.1
4147,27,average,anything,socially,never,graduated from med school,white,66,0,medicine / health,30JUN12:08:53:00,"menlo park, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity,f,leo,no,"english, spanish (poorly)",single,NO,167.64
4148,41,fit,mostly anything,often,never,graduated from college/university,white,63,100000,education / academia,30JUN12:21:10:00,"san francisco, california",has kids,straight,has dogs and has cats,atheism but not too serious about it,f,capricorn,no,"english, spanish (okay)",single,YES,160.02
4149,30,athletic,mostly vegan,rarely,sometimes,working on college/university,"hispanic / latin, white",72,20000,student,30JUN12:14:33:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other and somewhat serious about it,m,cancer,no,english (fluently),single,NO,182.88
4150,51,athletic,mostly other,socially,never,graduated from law school,white,71,0,law / legal services,30JUN12:15:08:00,"oakland, california",has a kid,straight,likes dogs,agnosticism,m,aries,no,english (fluently),single,YES,180.34
